Security Description,ISIN,CUSIP,Market Value %,GICS Sector,Country Name,MSCI ESG Rating
ATLAS COPCO CLASS B,SE0017486897,SBLDBN524,0.0%,Industrials,Sweden,AA
ATLAS COPCO REDEMPTION SHARES CLAS,SE0017486863,SBLDBN748,0.0%,Industrials,Sweden,AA
ATLAS COPCO REDEMPTION SHARES CLAS,SE0017486871,SBLDBN854,0.0%,Industrials,Sweden,AA
ATOS,FR0000051732,S56547813,0.0%,Information Technology,France,AA
AUTOGRILL,IT0001137345,S52562063,0.0%,Consumer Discretionary,Italy,BBB
AUTOLIV INC,US0528001094,052800109,0.0%,Consumer Discretionary,Sweden,BBB
AXA SA,FR0000120628,S70884291,0.0%,Financials,France,AAA
BALOISE HOLDING AG,CH0012410517,S71245948,0.0%,Financials,Switzerland,A
BANCO BILBAO VIZCAYA ARGENTARIA SA,ES0113211835,S55019061,0.0%,Financials,Spain,AAA
BANCO SANTANDER SA,ES0113900J37,S57059461,0.0%,Financials,Spain,AA
BANK MILLENNIUM SA,PLBIG0000016,S40773236,0.0%,Financials,Poland,A
BANK OF GEORGIA GROUP PLC,GB00BF4HYT85,SBF4HYT82,0.0%,Financials,Georgia,AA
BANK OF IRELAND GROUP PLC,IE00BD1RP616,SBD1RP618,0.1%,Financials,Ireland,BB
BANK PEKAO SA,PLPEKAO00016,S54731138,0.0%,Financials,Poland,A
BANK VTB,RU000A0JP5V6,SB5B1TP48,0.0%,Financials,Russian Federation,CCC
BANKINTER SA,ES0113679I37,S54740089,0.0%,Financials,Spain,A
BARRY CALLEBAUT AG,CH0009002962,S54769294,0.0%,Consumer Staples,Switzerland,AA
BASF N,DE000BASF111,S50865773,0.1%,Materials,Germany,A
BAYER AG,DE000BAY0017,S50692110,0.1%,Health Care,Germany,BB
BC VAUD N,CH0531751755,SBMFY8R30,0.0%,Financials,Switzerland,BBB
BE SEMICONDUCTOR INDUSTRIES NV,NL0012866412,SBG0SCK92,0.0%,Information Technology,Netherlands,A
BECHTLE AG,DE0005158703,S59324095,0.0%,Information Technology,Germany,A
BEIERSDORF AG,DE0005200000,S51074011,0.0%,Consumer Staples,Germany,AA
BILFINGER,DE0005909006,S51173813,0.0%,Industrials,Germany,BBB
BIM BIRLESIK MAGAZALAR A,TREBIMM00018,SB0D00065,0.0%,Consumer Staples,Turkey,B
BIOMERIEUX SA,FR0013280286,SBF0LBX72,0.0%,Health Care,France,AA
BIOTAGE,SE0000454746,SB1VN5T83,0.0%,Health Care,Sweden,A
BKW N AG,CH0130293662,SB76D4103,0.0%,Utilities,Switzerland,BBB
BMW AG,DE0005190003,S57560294,0.0%,Consumer Discretionary,Germany,A
BMW PREF AG,DE0005190037,S57560302,0.0%,Consumer Discretionary,Germany,A
BNP PARIBAS SA,FR0000131104,S73096810,0.1%,Financials,France,AA
BOLIDEN,SE0017768716,SBL54C291,0.0%,Materials,Sweden,AAA
BOLIDEN REDEMPTION SHARES,SE0017768724,SBL54FX17,0.0%,Materials,Sweden,AAA
BOLLORE,FR0000039299,S45727096,0.0%,Communication Services,France,B
BOUYGUES SA,FR0000120503,S40021214,0.0%,Industrials,France,AA
BRENNTAG,DE000A1DAHH0,SB4YVF563,0.0%,Industrials,Germany,AA
BUDIMEX SA,PLBUDMX00013,S41493305,0.0%,Industrials,Poland,A
BUREAU VERITAS SA,FR0006174348,SB28DTJ67,0.0%,Industrials,France,AA
BUZZI UNICEM SENZA VINCOLI DI RAPP,IT0001347308,S57822066,0.1%,Materials,Italy,BBB
C C GROUP PLC,IE00B010DT83,SB010DT88,0.0%,Consumer Staples,Ireland,A
CAIXABANK SA,ES0140609019,SB283W970,0.1%,Financials,Spain,AA
CAPGEMINI,FR0000125338,S41634379,0.0%,Information Technology,France,AA
CARL ZEISS MEDITEC AG,DE0005313704,S59229617,0.0%,Health Care,Germany,AA
CARLSBERG CLASS B,DK0010181759,S41692195,0.0%,Consumer Staples,Denmark,AAA
CARREFOUR SA,FR0000120172,S56415672,0.1%,Consumer Staples,France,A
CARY GROUP HOLDING,SE0016609671,SBNZJKJ18,0.0%,Consumer Discretionary,Sweden,
CASTELLUM,SE0000379190,SB0XP0T06,0.0%,Real Estate,Sweden,AAA
CCC SA,PLCCC0000016,SB04QR134,0.0%,Consumer Discretionary,Poland,A
CD PROJEKT SA,PLOPTTC00011,S73022154,0.0%,Communication Services,Poland,A
CECONOMY AG,DE0007257503,S50414135,0.0%,Consumer Discretionary,Germany,A
CELLNEX TELECOM SA,ES0105066007,SBX90C054,0.0%,Communication Services,Spain,A
CEZ,CZ0005112300,S56240302,0.0%,Utilities,Czech Republic,AA
CHOCOLADEFABRIKEN LINDT & SPRUENGL,CH0010570767,S59622803,0.0%,Consumer Staples,Switzerland,A
CHRISTIAN HANSEN HOLDING,DK0060227585,SB573M112,0.0%,Materials,Denmark,AA
CLARIANT AG,CH0012142631,S71139901,0.0%,Materials,Switzerland,AA
COCA COLA HBC AG,CH0198251305,SB9895B73,0.1%,Consumer Staples,Italy,AAA
COCA-COLA ICECEK A,TRECOLA00011,SB058ZV48,0.0%,Consumer Staples,Turkey,BBB
CODERE SA,ES0119256032,SBYQKTG00,0.0%,Consumer Discretionary,Spain,BB
COLOPLAST CLASS B,DK0060448595,BRSGX4RC5,0.0%,Health Care,Denmark,AA
COMMERZBANK AG,DE000CBK1001,BRSJ39U37,0.0%,Financials,Germany,AA
COMPAGNIE DE SAINT GOBAIN SA,FR0000125007,S73804825,0.1%,Industrials,France,A
COMPAGNIE FINANCIERE RICHEMONT EQU,CH0559601544,SBN2BT820,0.0%,Consumer Discretionary,Switzerland,AA
COMPAGNIE FINANCIERE RICHEMONT SA,CH0210483332,SBCRWZ184,0.0%,Consumer Discretionary,Switzerland,AA
COMPAGNIE GENERALE DES ETABLISSEME,FR0000121261,S45883642,0.0%,Consumer Discretionary,France,AAA
CONTINENTAL AG,DE0005439004,S45985892,0.0%,Consumer Discretionary,Germany,BBB
COVESTRO AG,DE0006062144,SBYTBWY98,0.0%,Materials,Germany,A
CREDIT AGRICOLE SA,FR0000045072,S72626104,0.0%,Financials,France,A
CREDIT SUISSE GROUP AG,CH0012138530,S71715890,0.0%,Financials,Switzerland,A
CRH PLC,IE0001827041,BRSDDTH06,0.1%,Materials,Ireland,AAA
CRISPR THERAPEUTICS AG,CH0334081137,SBDHF4K66,0.0%,Health Care,Switzerland,BB
CTS EVENTIM AG,DE0005470306,S58818576,0.0%,Communication Services,Germany,BBB
CYFROWY POLSAT SA,PLCFRPT00013,SB2QRCM40,0.0%,Communication Services,Poland,BB
DAIMLER TRUCK HOLDING E AG,DE000DTR0CK8,SBP6VLQ40,0.0%,Industrials,Germany,BBB
DANONE SA,FR0000120644,SB1Y9TB31,0.0%,Consumer Staples,France,AAA
DANSKE BANK,DK0010274414,S45888252,0.0%,Financials,Denmark,BBB
DASSAULT SYSTEMES,FR0014003TT8,SBM8H5Y58,0.0%,Information Technology,France,AA
DAVIDE CAMPARI MILANO NV,NL0015435975,SBMQ5W174,0.0%,Consumer Staples,Italy,A
DAX INDEX JUN 22,DE000C1TL524,GXM220225,0.0%,,Germany,
DEMANT,DK0060738599,SBZ01RF10,0.0%,Health Care,Denmark,AA
DERECHOS TELEFONICA RIGHTS SA,ES06784309G2,SBM9S2686,0.0%,Communication Services,Spain,A
DETSKIY MIR,RU000A0JSQ90,SBTSTNQ88,0.0%,Consumer Discretionary,Russian Federation,B
DEUTSCHE BANK AG,DE0005140008,S57503559,0.0%,Financials,Germany,A
DEUTSCHE BOERSE AG,DE0005810055,S70219639,0.0%,Financials,Germany,AAA
DEUTSCHE LUFTHANSA AG,DE0008232125,S52874880,0.0%,Industrials,Germany,A
DEUTSCHE POST AG,DE0005552004,S46178596,0.0%,Industrials,Germany,A
DEUTSCHE TELEKOM N AG,DE0005557508,S58423591,0.1%,Communication Services,Germany,BBB
DEUTSCHE WOHNEN,DE000A0HN5C6,SB0YZ0Z55,0.0%,Real Estate,Germany,AA
DIASORIN,IT0003492391,SB234WN90,0.0%,Health Care,Italy,A
DINO POLSKA SA,PLDINPL00011,SBD0YVN28,0.0%,Consumer Staples,Poland,BB
DNB BANK,NO0010161896,SBNG71130,0.0%,Financials,Norway,AAA
DOGAN SIRKETLER GRUBU HOLDING A,TRADOHOL91Q8,SB03MRG75,0.0%,Consumer Discretionary,Turkey,
DSV,DK0060079531,SB1WT5G22,0.0%,Industrials,Denmark,A
E.ON N,DE000ENAG999,S49429046,0.1%,Utilities,Germany,AA
EDENRED,FR0010908533,SB62G1B54,0.0%,Information Technology,France,AA
EDP ENERGIAS DE PORTUGAL SA,PTEDP0AM0009,S41035965,0.0%,Utilities,Portugal,AAA
EDP RENOVAVEIS SA,ES0127797019,SB39GNW28,0.0%,Utilities,Spain,A
EIFFAGE SA,FR0000130452,SB13X0136,0.0%,Industrials,France,AA
ELECTRICITE DE FRANCE SA,FR0014009IA8,SBP915P84,0.0%,Utilities,France,A
ELECTRICITE DE FRANCE SA,FR0010242511,SB0NJJ179,0.0%,Utilities,France,A
ELECTROLUX CLASS B,SE0016589188,SBP816123,0.0%,Consumer Discretionary,Sweden,AA
ELEKTA CLASS B,SE0000163628,SB0M42T25,0.0%,Health Care,Sweden,AA
ELIA GROUP SA,BE0003822393,SB09M9F40,0.0%,Utilities,Belgium,AA
ELISA,FI0009007884,S57015133,0.0%,Communication Services,Finland,AA
EMBRACER GROUP,SE0016828511,SBMDTR731,0.0%,Communication Services,Sweden,BBB
EMLAK KONUT GAYRIMENKUL YATIRIM OR,TREEGYO00017,BRSB36L97,0.0%,Real Estate,Turkey,CCC
EMS-CHEMIE HOLDING AG,CH0016440353,S76356104,0.0%,Materials,Switzerland,BB
ENAGAS SA,ES0130960018,S73830721,0.0%,Utilities,Spain,AA
ENDESA SA,ES0130670112,S52717824,0.0%,Utilities,Spain,AAA
ENEL,IT0003128367,S71445696,0.0%,Utilities,Italy,AAA
ENGIE SA,FR0010208488,SB0C2CQ38,0.1%,Utilities,France,AA
ENI,IT0003132476,S71450563,0.1%,Energy,Italy,A
ENKA INSAAT VE SANAYI A,TREENKA00011,SB03MS641,0.0%,Industrials,Turkey,
EPIROC CLASS A,SE0015658109,SBMD58R86,0.0%,Industrials,Sweden,AA
EPIROC CLASS B,SE0015658117,SBMD58W31,0.0%,Industrials,Sweden,AA
EQT,SE0012853455,SBJ7W9K47,0.0%,Financials,Sweden,AA
EQUINOR,NO0010096985,S71336085,0.0%,Energy,Norway,AAA
EREGLI DEMIR VE CELIK FABRIKALARI,TRAEREGL91G3,SB03MS971,0.0%,Materials,Turkey,B
ERICSSON CLASS B,SE0000108656,S59593780,0.1%,Information Technology,Sweden,AA
ERSTE GROUP BANK AG,AT0000652011,S52898376,0.0%,Financials,Austria,AA
ESSILORLUXOTTICA SA,FR0000121667,S72124779,0.0%,Consumer Discretionary,France,AA
ESSILORLUXOTTICA SA RIGHTS,FR0014009LO3,SBLF9B494,0.0%,Consumer Discretionary,France,AA
ESSITY CLASS B,SE0009922164,SBF1K7P79,0.0%,Consumer Staples,Sweden,AAA
ETABLISSEMENTEN FRANZ COLRUYT NV,BE0974256852,S58062258,0.0%,Consumer Staples,Belgium,A
EURAZEO,FR0000121121,S70423959,0.0%,Financials,France,AA
EURO STOXX 50 JUN 22,DE000C5HZK47,VGM220225,0.0%,,European Union,
EUROAPI SASU,FR0014008VX5,SBQ7ZVF19,0.0%,Health Care,France,
EUROBANK HOLDINGS SA,GRS323003012,SBYZ43T43,0.0%,Financials,Greece,BBB
EUROFINS SCIENTIFIC,FR0014000MR3,SBNDPYV16,0.0%,Health Care,Luxembourg,BBB
EURONAV NV,BE0003816338,SB04M8J64,0.1%,Energy,Belgium,BBB
EURONEXT NV,NL0006294274,SBNBNSG04,0.0%,Financials,Netherlands,A
EVOLUTION,SE0012673267,SBJXSCH42,0.0%,Consumer Discretionary,Sweden,A
EVONIK INDUSTRIES AG,DE000EVNK013,SB5ZQ9D37,0.0%,Materials,Germany,AA
EVOTEC,DE0005664809,S58119173,0.0%,Health Care,Germany,AA
EXASOL N AG,DE000A0LR9G9,SBMFYGF76,0.0%,Information Technology,Germany,
EXOR NV,NL0012059018,SBYSLCX94,0.0%,,Netherlands,BBB
FASTIGHETS BALDER CLASS B,SE0017832488,SBPMRNZ95,0.0%,Real Estate,Sweden,BBB
FAURECIA,FR0000121147,S44004463,0.0%,Consumer Discretionary,France,BB
FAURECIA RIGHTS,FR0014008SJ0,SBNZG4231,0.0%,Consumer Discretionary,France,BB
FERRARI NV,NL0011585146,SBD6G5076,0.0%,Consumer Discretionary,Italy,BBB
FERROVIAL SA,ES0118900010,SB0385167,0.0%,Industrials,Spain,A
FINECOBANK BANCA FINECO,IT0000072170,BRSNPVCF8,0.0%,Financials,Italy,A
FLATEXDEGIRO N AG,DE000FTG1111,SBYVQYG85,0.0%,Financials,Germany,B
FLOATEL INTERNATIONAL LTD,BMG3597X1294,SBN4R7W87,0.0%,,Sweden,
FLUIDRA SA,ES0137650018,SB28V4401,0.0%,Industrials,Spain,BBB
FLUTTER ENTERTAINMENT PLC,IE00BWT6H894,BRSTDQXB5,0.0%,Consumer Discretionary,Ireland,AA
FNAC DARTY SA,FR0011476928,SB7VQL460,0.0%,Consumer Discretionary,France,AA
FORD OTOMOTIV SANAYI A,TRAOTOSN91H6,SB03MSR55,0.0%,Consumer Discretionary,Turkey,B
FORTUM,FI0009007132,S55795504,0.0%,Utilities,Finland,BBB
FRAPORT FRANKFURT AIRPORT SERVICES,DE0005773303,S71075519,0.0%,Industrials,Germany,AA
FRESENIUS MEDICAL CARE AG,DE0005785802,S51290740,0.0%,Health Care,Germany,BBB
FRESENIUS SE & CO. KGAA RIGHTS,DE000A3MQQ17,S3G8W1G06,0.0%,Health Care,Germany,BBB
FRESENIUS SE AND CO KGAA,DE0005785604,S43520972,0.0%,Health Care,Germany,BBB
FRIEDRICH VORWERK GROUP,DE000A255F11,SBNTJ0F36,0.0%,Energy,Germany,
FSK YEES,RU000A0JPNN9,SB59RSV32,0.0%,Utilities,Russian Federation,
FUCHS PETROLUB N,DE000A3E5D56,SBNHRG737,0.0%,Materials,Germany,BBB
GALAPAGOS NV,BE0003818359,SB07Q2V54,0.0%,Health Care,Belgium,A
GALP ENERGIA SGPS SA,PTGAL0AM0009,SB1FW7515,0.0%,Energy,Portugal,AAA
GAZPROM,RU0007661625,SB59L4L73,0.0%,Energy,Russian Federation,B
GAZTRANSPORT & TECHNIGAZ SA,FR0011726835,SBJYRDP57,0.0%,Energy,France,A
GEA GROUP AG,DE0006602006,S45571049,0.0%,Industrials,Germany,AA
GEBERIT AG,CH0030170408,SB1WGG938,0.0%,Industrials,Switzerland,AA
GECINA SA,FR0010040865,S77424687,0.0%,Real Estate,France,AAA
GEDEON RICHTER,HU0000123096,SBC9ZH868,0.0%,Health Care,Hungary,BBB
GEK TERNA HOLDING REAL ESTATE CONS,GRS145003000,S44217040,0.0%,Industrials,Greece,
GENMAB,DK0010272202,S45957396,0.0%,Health Care,Denmark,AA
GEORG FISCHER AG,CH1169151003,SBM8J5G31,0.0%,Industrials,Switzerland,AA
GEORGIA CAPITAL PLC,GB00BF4HYV08,SBF4HYV06,0.0%,Financials,Georgia,
GETINGE CLASS B,SE0000202624,S76983568,0.0%,Health Care,Sweden,BBB
GETLINK,FR0010533075,SB292JQ95,0.1%,Industrials,France,A
GIVAUDAN SA,CH0010645932,S59806133,0.0%,Materials,Switzerland,AAA
GLOBAL FASHION GROUP SA,LU2010095458,SBJVLZF44,0.0%,Consumer Discretionary,Luxembourg,AA
GN STORE NORD,DK0010272632,S45010931,0.0%,Health Care,Denmark,AA
GREEK ORGANISATION OF FOOTBALL PRO,GRS419003009,S71072508,0.0%,Consumer Discretionary,Greece,AA
GREENCOAT RENEWABLES PLC,IE00BF2NR112,SBF2NR119,0.0%,Financials,Ireland,
GREENCORE GROUP PLC,IE0003864109,BRSDXHDV6,0.0%,Consumer Staples,Ireland,AA
GRIFOLS PRF CLASS B SA,ES0171996095,SBYP0K570,0.0%,Health Care,Spain,BBB
GRIFOLS SA CLASS A,ES0171996087,SBYY3DX65,0.0%,Health Care,Spain,BBB
GROUPE BRUXELLES LAMBERT NV,BE0003797140,S70973284,0.0%,Financials,Belgium,A
GRUPA AZOTY SA,PLZATRM00012,SB3B61Y87,0.0%,Materials,Poland,B
GRUPA LOTOS SA,PLLOTOS00025,SB0B8Z411,0.0%,Energy,Poland,BB
GUBRE FABRIKALARI A,TRAGUBRF91E2,SB03MTC75,0.0%,Materials,Turkey,
HACI OMER SABANCI HOLDING A,TRASAHOL91Q5,SB03N0C77,0.0%,Financials,Turkey,BBB
HANNOVER RUECK,DE0008402215,S45118098,0.0%,Financials,Germany,A
HEADHUNTER GROUP ADR PLC,US42207L1061,42207L106,0.0%,Industrials,Russian Federation,
HEIDELBERGCEMENT AG,DE0006047004,S51206795,0.0%,Materials,Germany,AA
HEINEKEN HOLDING NV,NL0000008977,SB0CCH463,0.0%,Consumer Staples,Netherlands,A
HEINEKEN NV,NL0000009165,S77925592,0.0%,Consumer Staples,Netherlands,AA
HEKTAS TICARET A,TRAHEKTS91E4,SB03MTG14,0.0%,Materials,Turkey,
HELLENIC EXCHANGES SA,GRS395363005,S41082785,0.0%,Financials,Greece,
HELLENIC TELECOMMUNICATIONS ORGANI,GRS260333000,S50516053,0.0%,Communication Services,Greece,BBB
HELLOFRESH,DE000A161408,SBYWH8S04,0.0%,Consumer Staples,Germany,A
HELVETIA HOLDING AG,CH0466642201,SBK6QWF07,0.0%,Financials,Switzerland,BBB
HENKEL & KGAA PREF AG,DE0006048432,S50767052,0.0%,Consumer Staples,Germany,AA
HENKEL AG,DE0006048408,S50024652,0.0%,Consumer Staples,Germany,AA
HENNES & MAURITZ CLASS B,SE0000106270,S56874316,0.0%,Consumer Discretionary,Sweden,AA
HERMES INTERNATIONAL,FR0000052292,S52539731,0.0%,Consumer Discretionary,France,A
HEXAGON CLASS B,SE0015961909,SBNZFHC16,0.0%,Information Technology,Sweden,BBB
HOCHTIEF AG,DE0006070006,S51086643,0.0%,Industrials,Germany,AA
HOLCIM LTD AG,CH0012214059,S71107536,0.0%,Materials,Switzerland,A
HOLMEN CLASS B,SE0011090018,SBDQQ1Q56,0.0%,Materials,Sweden,AA
HORNBACH HOLDING AG,DE0006083405,SBZBWTJ14,0.1%,Consumer Discretionary,Germany,A
HUSQVARNA CLASS B,SE0001662230,SB12PJ243,0.0%,Industrials,Sweden,AA
HYPOPORT N,DE0005493365,SB28XLF66,0.0%,Financials,Germany,A
IBERDROLA SA,ES0144580Y14,SB288C920,0.0%,Utilities,Spain,AAA
ID LOGISTICS,FR0010929125,SB4RFDT57,0.0%,,France,
IMCD NV,NL0010801007,SBNCBD468,0.0%,Industrials,Netherlands,AA
INDUSTRIA DE DISENO TEXTIL INDITEX,ES0148396007,SBP9DL901,0.0%,Consumer Discretionary,Spain,AAA
INDUSTRIVARDEN CLASS A,SE0000190126,SB1VSK102,0.0%,Financials,Sweden,A
INDUSTRIVARDEN CLASS C,SE0000107203,SB1VSK540,0.0%,Financials,Sweden,A
INDUTRADE,SE0001515552,SB0LDBX71,0.0%,Industrials,Sweden,A
INFINEON TECHNOLOGIES AG,DE0006231004,S58895053,0.0%,Information Technology,Germany,AA
ING GROEP NV,NL0011821202,SBZ573905,0.1%,Financials,Netherlands,AA
INMOBILIARIA COLONIAL SA,ES0139140174,SBD0PJ087,0.0%,Real Estate,Spain,A
INPOST SA,LU2290522684,SBN4N9C06,0.0%,Industrials,Poland,BBB
INTERPUMP GROUP,IT0001078911,S51614071,0.0%,Industrials,Italy,BB
INTESA SANPAOLO,IT0000072618,S40768368,0.0%,Financials,Italy,AAA
INVESTOR CLASS A,SE0015811955,SBMV7PN15,0.0%,Financials,Sweden,A
INVESTOR CLASS B,SE0015811963,SBMV7PQ46,0.0%,Financials,Sweden,A
IPSEN SA,FR0010259150,SB0R7JF11,0.1%,Health Care,France,A
ISS,DK0060542181,SBKJ9RT53,0.0%,Industrials,Denmark,AA
ITALGAS,IT0005211237,SBD2Z8S78,0.0%,Utilities,Italy,A
IVECO GROUP NV,NL0015000LU4,SBKPGF520,0.0%,Industrials,Italy,BBB
IWG,JE00BYVQYS01,SBYVQYS09,0.0%,Industrials,Switzerland,A
JCDECAUX SA,FR0000077919,S71366637,0.0%,Communication Services,France,AA
JDE PEETS NV,NL0014332678,SBMC4ZZ31,0.0%,Consumer Staples,Netherlands,BBB
JERONIMO MARTINS SA,PTJMT0AE0001,SB1Y1SQ76,0.0%,Consumer Staples,Portugal,A
JULIUS BAER GRUPPE AG,CH0102484968,SB4R2R507,0.0%,Financials,Switzerland,A
JUMBO SA,GRS282183003,S72435308,0.0%,Consumer Discretionary,Greece,BB
JUST EAT TAKEAWAY.COM NV,NL0012015705,SBYQ7HZ67,0.0%,Consumer Discretionary,Netherlands,A
KARDEMIR KARABUK DEMIR CELIK SANAY,TRAKRDMR91G7,SB03MV321,0.0%,Materials,Turkey,
KARNOV GROUP,SE0012323715,SBJBMWP68,0.0%,Communication Services,Sweden,
KBC ANCORA,BE0003867844,SB1YWXY31,0.0%,Financials,Belgium,AAA
KBC GROEP NV,BE0003565737,S44977494,0.0%,Financials,Belgium,AAA
KENMARE RESOURCES PLC,IE00BDC5DG00,SBDC5DH13,0.0%,Materials,Ireland,
KERING SA,FR0000121485,S55050728,0.0%,Consumer Discretionary,France,AAA
KERRY GROUP PLC,IE0004906560,S45195799,0.0%,Consumer Staples,Ireland,AAA
KESKO CLASS B,FI0009000202,S44900058,0.0%,Consumer Staples,Finland,AAA
KGHM POLSKA MIEDZ SA,PLKGHM000017,S52632510,0.0%,Materials,Poland,BBB
KINGSPAN GROUP PLC,IE0004927939,S44912350,0.0%,Industrials,Ireland,AA
KINNEVIK CLASS B,SE0015810247,SBNKF6073,0.0%,Financials,Sweden,AA
